"PIT" "visit" "species" "group" "season" "visit.duration"
"60" "0110175E30" 1 "GRETI" "summer_34" "summer" 4.68333333333333
"61" "0110175E30" 1 "GRETI" "summer_1475" "summer" 3.1
"62" "0110176144" 1 "GRETI" "summer_2011" "summer" 0.483333333333333
"63" "0110176520" 1 "GRETI" "summer_1253" "summer" 4.61666666666667
"64" "0110176520" 1 "GRETI" "summer_1238" "summer" 13.3
"65" "0110176520" 3 "GRETI" "summer_1301" "summer" 2.08333333333333
"66" "0110176520" 1 "GRETI" "summer_1660" "summer" 9.26666666666667
"67" "0110176520" 1 "GRETI" "summer_1720" "summer" 4.3
"68" "0110176520" 1 "GRETI" "summer_949" "summer" 2.66666666666667
"69" "0110176520" 1 "GRETI" "summer_976" "summer" 0
"70" "0110176520" 1 "GRETI" "summer_277" "summer" 6.63333333333333
"71" "0110176520" 1 "GRETI" "summer_1711" "summer" 4.71666666666667
"72" "0110176520" 1 "GRETI" "summer_313" "summer" 0.0333333333333333
"73" "0110176520" 1 "GRETI" "summer_638" "summer" 32.4666666666667
"74" "0110176520" 4 "GRETI" "summer_956" "summer" 13.6833333333333
"75" "0110176520" 1 "GRETI" "summer_984" "summer" 7.3
"76" "0110176520" 1 "GRETI" "summer_2033" "summer" 0.833333333333333
"77" "0110176520" 1 "GRETI" "summer_2029" "summer" 0.133333333333333
"78" "0110176520" 1 "GRETI" "summer_974" "summer" 2.68333333333333
"79" "0110176520" 1 "GRETI" "summer_1994" "summer" 2.93333333333333
"80" "0110176520" 1 "GRETI" "summer_1296" "summer" 1.9
"81" "0110176520" 4 "GRETI" "summer_938" "summer" 3.25
"82" "0110176520" 3 "GRETI" "summer_301" "summer" 48.2166666666667
"83" "0110176520" 1 "GRETI" "summer_275" "summer" 3.3
"84" "0110176520" 1 "GRETI" "summer_1248" "summer" 5.55
"85" "0110176520" 1 "GRETI" "summer_1692" "summer" 22.9166666666667
"86" "0110176520" 1 "GRETI" "summer_302" "summer" 0.1
"87" "0110176520" 2 "GRETI" "summer_2019" "summer" 10.0833333333333
"88" "0110176520" 1 "GRETI" "summer_285" "summer" 0.383333333333333
"89" "0110176520" 1 "GRETI" "summer_2006" "summer" 4.95
"90" "0110176520" 1 "GRETI" "summer_637" "summer" 0.0166666666666667
"91" "0110176520" 1 "GRETI" "summer_2004" "summer" 3.05
"92" "0110176520" 3 "GRETI" "summer_1709" "summer" 3.23333333333333
"93" "0110176520" 1 "GRETI" "summer_1254" "summer" 6.06666666666667
"94" "0110176520" 1 "GRETI" "summer_1293" "summer" 8.05
"95" "0110176520" 1 "GRETI" "summer_646" "summer" 0.233333333333333
"96" "0110176520" 1 "GRETI" "summer_290" "summer" 3.1
"97" "0110176520" 1 "GRETI" "summer_1680" "summer" 1.61666666666667
"98" "0110176520" 1 "GRETI" "summer_2015" "summer" 3.63333333333333
"99" "0110176520" 6 "GRETI" "summer_985" "summer" 4.8
"100" "0110176520" 2 "GRETI" "summer_2008" "summer" 8.06666666666667
"101" "0110176520" 1 "GRETI" "summer_619" "summer" 7.41666666666667
"102" "0110176520" 1 "GRETI" "summer_635" "summer" 0
"103" "0110177188" 2 "GRETI" "summer_111" "summer" 1.16666666666667
"104" "0110177188" 2 "GRETI" "summer_125" "summer" 8.86666666666667
"105" "0110177188" 2 "GRETI" "summer_85" "summer" 1.15
"106" "0110177188" 1 "GRETI" "summer_133" "summer" 2.98333333333333
"107" "01101775E5" 2 "GRETI" "summer_1474" "summer" 8.9
"108" "01101775E5" 1 "GRETI" "summer_1812" "summer" 9.8
"109" "01101775E5" 1 "GRETI" "summer_1359" "summer" 2.86666666666667
"110" "01101775E5" 1 "GRETI" "summer_1356" "summer" 2.1
"111" "01101775E5" 1 "GRETI" "summer_1088" "summer" 0
"112" "01101775E5" 3 "GRETI" "summer_1374" "summer" 7.56666666666667
"113" "01101775E5" 2 "GRETI" "summer_1456" "summer" 2.41666666666667
"114" "01101775E5" 1 "GRETI" "summer_1469" "summer" 9.8
"115" "01101775E5" 1 "GRETI" "summer_1358" "summer" 1.48333333333333
"116" "01101775E5" 2 "GRETI" "summer_1490" "summer" 5.71666666666667
"117" "01101775E5" 1 "GRETI" "summer_1485" "summer" 4.25
"118" "01101775E5" 1 "GRETI" "summer_1473" "summer" 7.83333333333333
"119" "01101775E5" 2 "GRETI" "summer_1830" "summer" 9.95
"120" "01101775E5" 1 "GRETI" "summer_1491" "summer" 9.76666666666667
"121" "01101775EE" 2 "GRETI" "summer_659" "summer" 0.183333333333333
"122" "01101775EE" 2 "GRETI" "summer_342" "summer" 1.75
"123" "01101775EE" 1 "GRETI" "summer_1757" "summer" 0.0166666666666667
"124" "01101775EE" 1 "GRETI" "summer_365" "summer" 1.95
"125" "01101775EE" 2 "GRETI" "summer_344" "summer" 1.71666666666667
"126" "01101775EE" 2 "GRETI" "summer_2063" "summer" 1.83333333333333
"127" "01101775EE" 1 "GRETI" "summer_1744" "summer" 0.416666666666667
"128" "01101775EE" 1 "GRETI" "summer_330" "summer" 1.71666666666667
"129" "01101775EE" 2 "GRETI" "summer_351" "summer" 0.566666666666667
"130" "01101775EE" 5 "GRETI" "summer_1751" "summer" 1.8
"131" "01101775EE" 1 "GRETI" "summer_677" "summer" 1.05
"132" "01101775EE" 1 "GRETI" "summer_666" "summer" 3.95
"133" "01101775EE" 1 "GRETI" "summer_335" "summer" 0.0166666666666667
"134" "01101775EE" 1 "GRETI" "summer_2061" "summer" 3.65
"135" "01101775EE" 1 "GRETI" "summer_338" "summer" 3.78333333333333
"136" "01101775EE" 1 "GRETI" "summer_1733" "summer" 2.6
"137" "01101775EE" 1 "GRETI" "summer_346" "summer" 2.81666666666667
"138" "01101775EE" 2 "GRETI" "summer_2080" "summer" 9.28333333333333
"139" "01101775EE" 4 "GRETI" "summer_340" "summer" 3.93333333333333
"140" "01101775EE" 2 "GRETI" "summer_671" "summer" 2.26666666666667
"141" "01101775EE" 1 "GRETI" "summer_333" "summer" 1.95
"142" "01101775EE" 1 "GRETI" "summer_1746" "summer" 6.56666666666667
"143" "01101778D1" 5 "GRETI" "summer_65" "summer" 9.41666666666667
"144" "01101778D1" 1 "GRETI" "summer_1504" "summer" 0
"145" "01101778D1" 2 "GRETI" "summer_768" "summer" 6.35
"146" "01101778D1" 2 "GRETI" "summer_1933" "summer" 4.78333333333333
"147" "01101778D1" 1 "GRETI" "summer_72" "summer" 5.15
"148" "01101778D1" 1 "GRETI" "summer_800" "summer" 3.35
"149" "01101778D1" 2 "GRETI" "summer_496" "summer" 7.81666666666667
"150" "01101778D1" 1 "GRETI" "summer_825" "summer" 2.56666666666667
"151" "01101778D1" 2 "GRETI" "summer_1486" "summer" 15.9333333333333
"152" "01101778D1" 1 "GRETI" "summer_1884" "summer" 0
"153" "01101778D1" 1 "GRETI" "summer_498" "summer" 13.9
"154" "01101778D1" 1 "GRETI" "summer_1466" "summer" 1.58333333333333
"155" "01101778D1" 2 "GRETI" "summer_787" "summer" 2.76666666666667
"156" "01101778D1" 2 "GRETI" "summer_751" "summer" 6.11666666666667
"157" "01101778D1" 1 "GRETI" "summer_1804" "summer" 8.26666666666667
"158" "01101778D1" 1 "GRETI" "summer_814" "summer" 10.3333333333333
"159" "01101778D1" 1 "GRETI" "summer_1505" "summer" 4.55
"160" "01101778D1" 1 "GRETI" "summer_121" "summer" 1.95
"161" "01101778D1" 1 "GRETI" "summer_155" "summer" 4.8
"162" "01101778D1" 1 "GRETI" "summer_465" "summer" 0
"163" "01101778D1" 1 "GRETI" "summer_1085" "summer" 2.1
"164" "01101778D1" 3 "GRETI" "summer_1869" "summer" 3.6
"165" "01101778D1" 2 "GRETI" "summer_1825" "summer" 9.46666666666667
"166" "01101778D1" 1 "GRETI" "summer_1490" "summer" 5.71666666666667
"167" "01101778D1" 1 "GRETI" "summer_81" "summer" 5.16666666666667
"168" "01101778D1" 1 "GRETI" "summer_1477" "summer" 4.31666666666667
"169" "01101778D1" 1 "GRETI" "summer_1838" "summer" 5.01666666666667
"170" "01101778D1" 2 "GRETI" "summer_809" "summer" 4.86666666666667
"171" "01101778D1" 4 "GRETI" "summer_1799" "summer" 4.7
"172" "01101778D1" 1 "GRETI" "summer_1924" "summer" 4.83333333333333
"173" "01101778D1" 1 "GRETI" "summer_779" "summer" 0.0333333333333333
"174" "01101778D1" 1 "GRETI" "summer_119" "summer" 6.6
"175" "01101778D1" 1 "GRETI" "summer_66" "summer" 2.1
"176" "01101778D1" 2 "GRETI" "summer_817" "summer" 2.91666666666667
"177" "01101778D1" 1 "GRETI" "summer_1491" "summer" 9.76666666666667
"178" "01101778D1" 1 "GRETI" "summer_753" "summer" 8.5
"179" "01101778D1" 2 "GRETI" "summer_1843" "summer" 0.85
"180" "01101778D1" 6 "GRETI" "summer_2129" "summer" 2.73333333333333
"181" "01101778D1" 1 "GRETI" "summer_1851" "summer" 4.76666666666667
"182" "01101778D1" 1 "GRETI" "summer_1879" "summer" 4.11666666666667
"183" "01101778D1" 1 "GRETI" "summer_176" "summer" 1.5
"184" "01101778D1" 1 "GRETI" "summer_48" "summer" 5.35
"185" "01101778D1" 1 "GRETI" "summer_1878" "summer" 3.58333333333333
"186" "01101778D1" 3 "GRETI" "summer_2102" "summer" 3.31666666666667
"187" "01101778D1" 2 "GRETI" "summer_131" "summer" 3.85
"188" "01101778D1" 1 "GRETI" "summer_103" "summer" 1.98333333333333
"189" "01101778D1" 1 "GRETI" "summer_1124" "summer" 2.33333333333333
"190" "01101778D1" 1 "GRETI" "summer_763" "summer" 7.75
"191" "01101778D1" 1 "GRETI" "summer_1479" "summer" 2.53333333333333
"192" "01101778D1" 1 "GRETI" "summer_1865" "summer" 5.05
"193" "0110177961" 1 "BLUTI" "summer_1886" "summer" 5.03333333333333
"194" "0110177961" 1 "BLUTI" "summer_1473" "summer" 7.83333333333333
"195" "0110177961" 2 "BLUTI" "summer_1486" "summer" 15.9333333333333
"196" "0110177961" 1 "BLUTI" "summer_1805" "summer" 15.8666666666667
"197" "0110177961" 2 "BLUTI" "summer_1920" "summer" 1.7
"198" "011017797C" 1 "GRETI" "summer_363" "summer" 6.3
"199" "011017797C" 2 "GRETI" "summer_343" "summer" 2.21666666666667
"200" "011017797C" 1 "GRETI" "summer_341" "summer" 0.816666666666667
"201" "011017797C" 1 "GRETI" "summer_324" "summer" 0
"202" "01101779AA" 2 "GRETI" "summer_2135" "summer" 5.21666666666667
"203" "01101779AA" 1 "GRETI" "summer_1468" "summer" 3.53333333333333
"204" "01101779AA" 1 "GRETI" "summer_131" "summer" 3.85
"205" "01101779AA" 1 "GRETI" "summer_65" "summer" 9.41666666666667
"206" "01101779AA" 1 "GRETI" "summer_1854" "summer" 1.26666666666667
"207" "01101779AA" 1 "GRETI" "summer_1863" "summer" 4
"208" "01101779AA" 1 "GRETI" "summer_142" "summer" 0.8
"209" "01101779AA" 1 "GRETI" "summer_755" "summer" 2.78333333333333
"210" "01101779AA" 1 "GRETI" "summer_1368" "summer" 3.03333333333333
"211" "01101779AA" 1 "GRETI" "summer_1848" "summer" 5.28333333333333
"212" "01101779AA" 1 "GRETI" "summer_2127" "summer" 2.63333333333333
"213" "01101779AA" 1 "GRETI" "summer_147" "summer" 9.06666666666667
"214" "01101779AA" 1 "GRETI" "summer_68" "summer" 1.65
"215" "01101779AA" 1 "GRETI" "summer_814" "summer" 10.3333333333333
"216" "01101779AA" 1 "GRETI" "summer_100" "summer" 0.833333333333333
"217" "01101779AA" 2 "GRETI" "summer_1337" "summer" 1.63333333333333
"218" "01101779AA" 1 "GRETI" "summer_2098" "summer" 0.85
"219" "01101779AA" 1 "GRETI" "summer_1494" "summer" 0
"220" "01101779AA" 1 "GRETI" "summer_1853" "summer" 5.78333333333333
"221" "01101779AA" 3 "GRETI" "summer_1076" "summer" 5.58333333333333
"222" "01101779AA" 1 "GRETI" "summer_1465" "summer" 0.533333333333333
"223" "01101779AA" 1 "GRETI" "summer_1142" "summer" 0.0166666666666667
"224" "01101779AA" 1 "GRETI" "summer_1134" "summer" 11.25
"225" "01101779AA" 1 "GRETI" "summer_1890" "summer" 3.05
"226" "01101779AA" 1 "GRETI" "summer_1474" "summer" 8.9
"227" "01101779AA" 1 "GRETI" "summer_132" "summer" 3.68333333333333
"228" "01101779AA" 1 "GRETI" "summer_1803" "summer" 8.61666666666667
"229" "01101779AA" 1 "GRETI" "summer_1506" "summer" 3.46666666666667
"230" "01101779AA" 1 "GRETI" "summer_140" "summer" 5.7
"231" "01101779AA" 1 "GRETI" "summer_759" "summer" 13.1666666666667
"232" "01101779AA" 1 "GRETI" "summer_789" "summer" 4.81666666666667
"233" "01101779AA" 1 "GRETI" "summer_451" "summer" 7.28333333333333
"234" "0110177ACE" 1 "GRETI" "summer_680" "summer" 4.2
"235" "0110177ACE" 1 "GRETI" "summer_1756" "summer" 0.916666666666667
"236" "0110177ACE" 1 "GRETI" "summer_363" "summer" 6.3
"237" "0110177ACE" 1 "GRETI" "summer_155" "summer" 4.8
"238" "0110177ACE" 1 "GRETI" "summer_1744" "summer" 0.416666666666667
"239" "0110177ACE" 2 "GRETI" "summer_344" "summer" 1.71666666666667
"240" "0110177ACE" 2 "GRETI" "summer_653" "summer" 7.28333333333333
"241" "0110177ACE" 2 "GRETI" "summer_2054" "summer" 3.93333333333333
"242" "0110177ACE" 1 "GRETI" "summer_1751" "summer" 1.8
"243" "0110177ACE" 7 "GRETI" "summer_328" "summer" 2.31666666666667
"244" "0110177ACE" 1 "GRETI" "summer_2050" "summer" 0.0166666666666667
"245" "0110177ACE" 1 "GRETI" "summer_2072" "summer" 1.33333333333333
"246" "0110177ACE" 4 "GRETI" "summer_350" "summer" 1.05
"247" "0110177ACE" 2 "GRETI" "summer_121" "summer" 1.95
"248" "0110177ACE" 1 "GRETI" "summer_658" "summer" 0
"249" "0110177D25" 1 "GRETI" "summer_1267" "summer" 0
"250" "0110177EE5" 1 "GRETI" "summer_1096" "summer" 5.7
"251" "0110177EE5" 1 "GRETI" "summer_1841" "summer" 5.86666666666667
"252" "0110177EE5" 1 "GRETI" "summer_788" "summer" 2.2
"253" "0110177EE5" 2 "GRETI" "summer_1087" "summer" 10.5333333333333
"254" "0110177EE5" 1 "GRETI" "summer_1375" "summer" 0.716666666666667
"255" "0110177EE5" 1 "GRETI" "summer_1860" "summer" 3.6
"256" "0110177EE5" 1 "GRETI" "summer_1348" "summer" 2.68333333333333
"257" "0110177EE5" 1 "GRETI" "summer_1912" "summer" 2.33333333333333
"258" "0110177EE5" 1 "GRETI" "summer_1844" "summer" 6.6
"259" "0110177EE5" 1 "GRETI" "summer_58" "summer" 3.16666666666667
"260" "0110177EE5" 2 "GRETI" "summer_1894" "summer" 2.3
"261" "0110177EE5" 2 "GRETI" "summer_1933" "summer" 4.78333333333333
"262" "0110177EE5" 1 "GRETI" "summer_1834" "summer" 7.01666666666667
"263" "0110177EE5" 1 "GRETI" "summer_44" "summer" 0.0333333333333333
"264" "01101780EB" 2 "GRETI" "summer_1369" "summer" 1.43333333333333
"265" "0110178191" 7 "GRETI" "summer_1134" "summer" 11.25
"266" "0110178191" 1 "GRETI" "summer_1069" "summer" 10.55
"267" "0110178191" 1 "GRETI" "summer_2107" "summer" 3.6
"268" "0110178191" 2 "GRETI" "summer_1100" "summer" 4.78333333333333
"269" "01101783E9" 1 "GRETI" "summer_1107" "summer" 1.03333333333333
"270" "01101783E9" 2 "GRETI" "summer_1109" "summer" 0.55
"271" "01101783E9" 3 "GRETI" "summer_1075" "summer" 2.93333333333333
"272" "01101783E9" 3 "GRETI" "summer_1343" "summer" 2.3
"273" "01101785BD" 4 "GRETI" "summer_2157" "summer" 3.78333333333333
"274" "01101785BD" 1 "GRETI" "summer_213" "summer" 3.16666666666667
"275" "01101785BD" 4 "GRETI" "summer_2151" "summer" 2.63333333333333
"276" "01101785BD" 3 "GRETI" "summer_1190" "summer" 1.9
"277" "01101785BD" 2 "GRETI" "summer_600" "summer" 1.23333333333333
"278" "01101785BD" 4 "GRETI" "summer_1392" "summer" 2.45
"279" "01101785BD" 1 "GRETI" "summer_910" "summer" 8.05
"280" "01101785BD" 2 "GRETI" "summer_586" "summer" 4.68333333333333
"281" "01101785BD" 2 "GRETI" "summer_921" "summer" 2.8
"282" "01101785BD" 1 "GRETI" "summer_1177" "summer" 5.4
"283" "01101785BD" 2 "GRETI" "summer_215" "summer" 0.766666666666667
"284" "01101785BD" 4 "GRETI" "summer_187" "summer" 1.31666666666667
"285" "01101785BD" 2 "GRETI" "summer_902" "summer" 3.26666666666667
"286" "01101785BD" 2 "GRETI" "summer_2146" "summer" 0.916666666666667
"287" "01101785BD" 2 "GRETI" "summer_1202" "summer" 1.08333333333333
"288" "01101785BD" 1 "GRETI" "summer_252" "summer" 7.55
"289" "01101785BD" 4 "GRETI" "summer_542" "summer" 2.95
"290" "01101785BD" 1 "GRETI" "summer_915" "summer" 3.13333333333333
"291" "01101785BD" 3 "GRETI" "summer_2158" "summer" 1.75
"292" "01101785BD" 2 "GRETI" "summer_615" "summer" 0.816666666666667
"293" "01101785BD" 3 "GRETI" "summer_1405" "summer" 1.35
"294" "01101785BD" 1 "GRETI" "summer_569" "summer" 2.46666666666667
"295" "01101785BD" 1 "GRETI" "summer_548" "summer" 6.55
"296" "01101785BD" 2 "GRETI" "summer_2150" "summer" 1.78333333333333
"297" "01101785BD" 2 "GRETI" "summer_183" "summer" 6.18333333333333
"298" "01101785BD" 1 "GRETI" "summer_881" "summer" 5.73333333333333
"299" "01101785BD" 1 "GRETI" "summer_1211" "summer" 3.86666666666667
"300" "01101785BD" 5 "GRETI" "summer_209" "summer" 2.95
"301" "01101785BD" 2 "GRETI" "summer_856" "summer" 3.11666666666667
"302" "01101785BD" 1 "GRETI" "summer_859" "summer" 5.98333333333333
"303" "01101785BD" 4 "GRETI" "summer_1213" "summer" 7.46666666666667
"304" "01101785BD" 1 "GRETI" "summer_1407" "summer" 0.0166666666666667
"305" "01101785BD" 5 "GRETI" "summer_1978" "summer" 5.55
"306" "01101785BD" 1 "GRETI" "summer_889" "summer" 3.78333333333333
"307" "01101785BD" 1 "GRETI" "summer_1953" "summer" 2.08333333333333
"308" "01101785BD" 1 "GRETI" "summer_574" "summer" 2.85
"309" "01101785BD" 1 "GRETI" "summer_909" "summer" 4.73333333333333
"310" "01101785BD" 1 "GRETI" "summer_935" "summer" 3.1
"311" "01101785BD" 1 "GRETI" "summer_616" "summer" 3.98333333333333
"312" "01101785BD" 1 "GRETI" "summer_878" "summer" 4.86666666666667
"313" "01101785BD" 1 "GRETI" "summer_866" "summer" 1.56666666666667
"314" "01101785BD" 1 "GRETI" "summer_1961" "summer" 8.3
"315" "01101785BD" 2 "GRETI" "summer_556" "summer" 2.96666666666667
"316" "01101785BD" 1 "GRETI" "summer_1185" "summer" 0.466666666666667
"317" "01101785BD" 1 "GRETI" "summer_857" "summer" 3.23333333333333
"318" "01101785BD" 2 "GRETI" "summer_193" "summer" 2.76666666666667
"319" "01101785BD" 2 "GRETI" "summer_2155" "summer" 2.48333333333333
"320" "01101785BD" 1 "GRETI" "summer_545" "summer" 6.53333333333333
"321" "01101785BD" 1 "GRETI" "summer_880" "summer" 0.233333333333333
"322" "01101785BD" 1 "GRETI" "summer_1956" "summer" 0.116666666666667
"323" "01101785BD" 1 "GRETI" "summer_1399" "summer" 0.0166666666666667
"324" "01101785BD" 1 "GRETI" "summer_202" "summer" 4.61666666666667
"325" "01101785BD" 2 "GRETI" "summer_257" "summer" 3.75
"326" "01101785BD" 1 "GRETI" "summer_204" "summer" 2.46666666666667
"327" "01101785BD" 1 "GRETI" "summer_260" "summer" 2.73333333333333
"328" "01101785BD" 1 "GRETI" "summer_901" "summer" 4.1
"329" "01101785BD" 1 "GRETI" "summer_585" "summer" 3.31666666666667
"330" "01101785BD" 1 "GRETI" "summer_1984" "summer" 2.76666666666667
"331" "01101785BD" 1 "GRETI" "summer_1950" "summer" 8.26666666666667
"332" "01101785BD" 1 "GRETI" "summer_246" "summer" 0
"333" "01101785BD" 2 "GRETI" "summer_1971" "summer" 7.46666666666667
"334" "01101785BD" 1 "GRETI" "summer_211" "summer" 5.2
"335" "01101785F7" 1 "GRETI" "summer_2011" "summer" 0.483333333333333
"336" "01101785F7" 1 "GRETI" "summer_1998" "summer" 4.91666666666667
"337" "01101785F7" 1 "GRETI" "summer_2016" "summer" 5.38333333333333
"338" "01101786C5" 2 "GRETI" "summer_43" "summer" 3.51666666666667
"339" "01101786C5" 1 "GRETI" "summer_1079" "summer" 0.7
"340" "01101786C5" 1 "GRETI" "summer_1132" "summer" 1.91666666666667
"341" "01101786C5" 3 "GRETI" "summer_1878" "summer" 3.58333333333333
"342" "01101786C5" 2 "GRETI" "summer_480" "summer" 2.58333333333333
"343" "01101786C5" 1 "GRETI" "summer_1123" "summer" 3.6
"344" "01101786C5" 1 "GRETI" "summer_492" "summer" 8.81666666666667
"345" "01101786C5" 1 "GRETI" "summer_1097" "summer" 4.23333333333333
"346" "01101786C5" 1 "GRETI" "summer_1506" "summer" 3.46666666666667
"347" "01101786C5" 2 "GRETI" "summer_1363" "summer" 2.31666666666667
"348" "01101786C5" 1 "GRETI" "summer_449" "summer" 4.75
"349" "01101786C5" 2 "GRETI" "summer_1820" "summer" 0.383333333333333
"350" "01101786C5" 1 "GRETI" "summer_765" "summer" 1.5
"351" "01101786C5" 2 "GRETI" "summer_799" "summer" 1.6
"352" "01101786C5" 1 "GRETI" "summer_782" "summer" 0.0166666666666667
"353" "01101786C5" 1 "GRETI" "summer_1503" "summer" 29.8333333333333
"354" "01101786C5" 1 "GRETI" "summer_1120" "summer" 5.08333333333333
"355" "01101786C5" 1 "GRETI" "summer_1082" "summer" 5.83333333333333
"356" "01101786C5" 2 "GRETI" "summer_45" "summer" 4.9
"357" "01101786C5" 1 "GRETI" "summer_770" "summer" 3.73333333333333
"358" "01101786C5" 1 "GRETI" "summer_2107" "summer" 3.6
"359" "01101786C5" 5 "GRETI" "summer_1840" "summer" 3.68333333333333
"360" "01101786C5" 2 "GRETI" "summer_1806" "summer" 6.1
"361" "01101786C5" 1 "GRETI" "summer_1377" "summer" 0.65
"362" "01101786C5" 1 "GRETI" "summer_778" "summer" 6.51666666666667
"363" "01101786C5" 1 "GRETI" "summer_158" "summer" 0.35
"364" "01101786C5" 2 "GRETI" "summer_1069" "summer" 10.55
"365" "01101786C5" 3 "GRETI" "summer_41" "summer" 7.41666666666667
"366" "01101786C5" 2 "GRETI" "summer_2140" "summer" 2.28333333333333
"367" "01101786C5" 1 "GRETI" "summer_829" "summer" 1.58333333333333
"368" "01101786C5" 1 "GRETI" "summer_1861" "summer" 1.16666666666667
"369" "01101786C5" 1 "GRETI" "summer_1500" "summer" 4.45
"370" "01101786C5" 1 "GRETI" "summer_165" "summer" 3.3
"371" "01101786C5" 1 "GRETI" "summer_2136" "summer" 3.1
"372" "01101786C5" 1 "GRETI" "summer_2110" "summer" 2.38333333333333
"373" "01101786C5" 2 "GRETI" "summer_1821" "summer" 0.883333333333333
"374" "01101786C5" 1 "GRETI" "summer_1801" "summer" 8.48333333333333
"375" "01101786C5" 1 "GRETI" "summer_798" "summer" 6.4
"376" "01101786C5" 3 "GRETI" "summer_1487" "summer" 19.8333333333333
